This file contains the principal components of the VIX term structure from 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The principal components are standardized to have mean zero and standard deviation one,,,,,,
The dates are in YYYYMMDD format,,,,,,
,,,,,,
,PC1,PC2,PC3,PC4,PC5,PC6
20020403, -0.23901, -0.49712, 0.11458, -0.37228, 0.02101, 0.08173
20020404, -0.21167, -0.45434, 0.23014, -0.35381, 0.08643, 0.06338
20020405, -0.24912, -0.42339, 0.40235, -0.41781, 0.08806, 0.06917
20020408, -0.22917, -0.44675, 0.32511, -0.34521, 0.09360, 0.04283
20020409, -0.23737, -0.40379, 0.44858, -0.51283, 0.01402, -0.02083
20020410, -0.31246, -0.30638, 0.33497, -0.30450, 0.13964, 0.07084
20020411, -0.16632, -0.44615, 0.62142, -0.64550, 0.14462, -0.09359
20020412, -0.23296, -0.29542, 0.30599, -0.31424, 0.12196, 0.05610
20020415, -0.21541, -0.35833, 0.36615, -0.42548, 0.11978, 0.06720
20020416, -0.35100, -0.33050, 0.21384, -0.25705, 0.07732, 0.15289
20020417, -0.35268, -0.38719, 0.12964, -0.17914, 0.09420, 0.11753
20020418, -0.30286, -0.43281, -0.10852, 0.03376, 0.10870, 0.05297
20020419, -0.36451, -0.40457, 0.15624, -0.16069, 0.04905, 0.12008
20020422, -0.27162, -0.52609, 0.07813, -0.17283, 0.08735, 0.06127
20020423, -0.24896, -0.54131, 0.02627, -0.11230, 0.03900, 0.07815
20020424, -0.20705, -0.55479, -0.07567, 0.05157, 0.08776, 0.07580
20020425, -0.19718, -0.55138, -0.03429, 0.05315, 0.10292, -0.00203
20020426, -0.09763, -0.65912, -0.24297, 0.07299, 0.14746, 0.35099
20020429, -0.01876, -0.76550, -0.31317, -0.02068, 0.14470, -0.01386
20020430, -0.13660, -0.53109, 0.08246, -0.07406, 0.02875, 0.02888
